j_id,r_id,cost
M2_35,C95,157.27
M2_35,C96,161.21
M2_35,C97,182.13
M2_35,C98,172.11
M2_35,C99,184.31
M2_35,C100,208.52
M2_36,C1,210.33
M2_36,C2,70.43
M2_36,C3,205.29
M2_36,C4,180.65
M2_36,C5,231.08
M2_36,C6,43.06
M2_36,C7,232.58
M2_36,C8,15.81
M2_36,C9,221.21
M2_36,C10,232.52
M2_36,C11,24.54
M2_36,C12,44.41
M2_36,C13,64.8
M2_36,C14,150.86
M2_36,C15,209.0
M2_36,C16,178.85
M2_36,C17,127.67
M2_36,C18,277.93
M2_36,C19,180.48
M2_36,C20,208.96
M2_36,C21,155.22
M2_36,C22,56.57
M2_36,C23,229.14
M2_36,C24,176.8
M2_36,C25,33.52
M2_36,C26,68.22
M2_36,C27,137.32
M2_36,C28,153.61
M2_36,C29,100.32
M2_36,C30,218.91
M2_36,C31,235.21
M2_36,C32,110.14
M2_36,C33,137.13
M2_36,C34,109.98
M2_36,C35,180.51
M2_36,C36,186.58
M2_36,C37,178.96
M2_36,C38,196.69
M2_36,C39,108.12
M2_36,C40,101.07
M2_36,C41,179.24
M2_36,C42,249.65
M2_36,C43,249.97
M2_36,C44,51.88
M2_36,C45,136.74
M2_36,C46,102.63
M2_36,C47,240.76
M2_36,C48,216.28
M2_36,C49,115.02
M2_36,C50,213.21
M2_36,C51,147.21
M2_36,C52,192.63
M2_36,C53,188.54
M2_36,C54,131.8
M2_36,C55,143.1
M2_36,C56,246.46
M2_36,C57,156.39
M2_36,C58,97.41
M2_36,C59,163.09
M2_36,C60,214.52
M2_36,C61,177.45
M2_36,C62,94.05
M2_36,C63,200.29
M2_36,C64,215.12
M2_36,C65,186.15
M2_36,C66,197.56
M2_36,C67,100.64
M2_36,C68,38.64
M2_36,C69,213.47
M2_36,C70,124.42
M2_36,C71,84.01
M2_36,C72,185.86
M2_36,C73,133.46
M2_36,C74,151.08
M2_36,C75,181.17
M2_36,C76,161.07
M2_36,C77,166.32
M2_36,C78,163.53
M2_36,C79,140.83
M2_36,C80,197.87
M2_36,C81,121.15
M2_36,C82,248.96
M2_36,C83,27.43
M2_36,C84,15.18
M2_36,C85,218.39
M2_36,C86,215.67
M2_36,C87,108.85
M2_36,C88,201.0
M2_36,C89,232.19
M2_36,C90,188.32
M2_36,C91,264.83
M2_36,C92,145.77
M2_36,C93,216.19
M2_36,C94,264.48
M2_36,C95,96.5
M2_36,C96,209.14
M2_36,C97,149.9
M2_36,C98,76.54
M2_36,C99,204.76
M2_36,C100,21.44
M2_37,C1,145.27
M2_37,C2,100.55
M2_37,C3,201.04
M2_37,C4,110.2
M2_37,C5,187.26
M2_37,C6,99.7
M2_37,C7,219.11
M2_37,C8,59.57
M2_37,C9,207.68
M2_37,C10,178.95
M2_37,C11,85.76
M2_37,C12,73.9
M2_37,C13,77.16
M2_37,C14,89.84
M2_37,C15,210.13
M2_37,C16,128.26
M2_37,C17,141.23
M2_37,C18,224.26
M2_37,C19,109.86
M2_37,C20,155.56
M2_37,C21,98.47
M2_37,C22,52.12
M2_37,C23,195.01
M2_37,C24,153.12
M2_37,C25,38.26
M2_37,C26,89.7
M2_37,C27,67.63
M2_37,C28,87.12
M2_37,C29,123.24
M2_37,C30,190.48
M2_37,C31,166.51
M2_37,C32,72.12
M2_37,C33,82.9
M2_37,C34,123.55
M2_37,C35,111.76
M2_37,C36,131.32
M2_37,C37,155.48
M2_37,C38,127.39
M2_37,C39,114.59
M2_37,C40,71.6
M2_37,C41,138.0
M2_37,C42,183.18
M2_37,C43,188.79
M2_37,C44,106.97
M2_37,C45,74.41
M2_37,C46,102.98
M2_37,C47,211.19
M2_37,C48,187.57
M2_37,C49,116.91
M2_37,C50,195.27
M2_37,C51,76.45
M2_37,C52,155.08
M2_37,C53,117.92
M2_37,C54,61.56
M2_37,C55,75.0
M2_37,C56,182.45
M2_37,C57,103.37
M2_37,C58,115.93
M2_37,C59,159.77
M2_37,C60,143.84
M2_37,C61,172.01
M2_37,C62,87.17
M2_37,C63,138.28
M2_37,C64,145.0
M2_37,C65,137.11
M2_37,C66,129.04
M2_37,C67,45.33
M2_37,C68,40.69
M2_37,C69,143.87
M2_37,C70,53.69
M2_37,C71,80.36
M2_37,C72,115.44
M2_37,C73,153.06
M2_37,C74,140.79
M2_37,C75,184.66
M2_37,C76,99.73
M2_37,C77,131.23
M2_37,C78,150.49
M2_37,C79,127.51
M2_37,C80,200.29
M2_37,C81,62.46
M2_37,C82,205.92
M2_37,C83,43.49
M2_37,C84,61.31
M2_37,C85,153.11
M2_37,C86,165.77
M2_37,C87,56.6
M2_37,C88,190.46
M2_37,C89,205.47
M2_37,C90,142.46
M2_37,C91,215.12
M2_37,C92,98.87
M2_37,C93,160.43
M2_37,C94,204.18
M2_37,C95,29.66
M2_37,C96,138.51
M2_37,C97,80.28
M2_37,C98,99.95
M2_37,C99,134.29
M2_37,C100,49.55
M2_38,C1,104.57
M2_38,C2,207.9
M2_38,C3,268.03
M2_38,C4,20.76
M2_38,C5,196.41
M2_38,C6,212.76
M2_38,C7,272.21
M2_38,C8,168.36
M2_38,C9,262.44
M2_38,C10,166.93
M2_38,C11,198.9
M2_38,C12,184.87
M2_38,C13,182.26
M2_38,C14,46.4
M2_38,C15,281.8
M2_38,C16,142.56
M2_38,C17,233.75
M2_38,C18,201.65
M2_38,C19,24.98
M2_38,C20,151.47
M2_38,C21,114.66
M2_38,C22,158.87
M2_38,C23,221.08
M2_38,C24,205.73
M2_38,C25,148.44
M2_38,C26,195.6
M2_38,C27,66.16
M2_38,C28,79.44
M2_38,C29,224.27
M2_38,C30,227.06
M2_38,C31,96.51
M2_38,C32,141.1
M2_38,C33,116.98
M2_38,C34,219.08
M2_38,C35,1.46
M2_38,C36,132.28
M2_38,C37,207.72
M2_38,C38,15.46
M2_38,C39,207.24
M2_38,C40,150.65
M2_38,C41,167.64
M2_38,C42,122.9
M2_38,C43,150.17
M2_38,C44,219.75
M2_38,C45,52.03
M2_38,C46,194.29
M2_38,C47,241.83
M2_38,C48,224.35
M2_38,C49,205.7
M2_38,C50,246.31
M2_38,C51,47.61
M2_38,C52,185.52
M2_38,C53,26.16
M2_38,C54,65.34
M2_38,C55,38.88
M2_38,C56,134.16
M2_38,C57,125.57
M2_38,C58,215.73
M2_38,C59,234.67
M2_38,C60,55.68
M2_38,C61,242.42
M2_38,C62,178.36
M2_38,C63,113.95
M2_38,C64,67.63
M2_38,C65,151.06
M2_38,C66,75.34
M2_38,C67,86.5
M2_38,C68,145.4
M2_38,C69,73.28
M2_38,C70,62.84
M2_38,C71,176.2
M2_38,C72,20.59
M2_38,C73,248.07
M2_38,C74,212.68
M2_38,C75,262.13
M2_38,C76,41.66
M2_38,C77,174.05
M2_38,C78,217.03
M2_38,C79,199.8
M2_38,C80,274.56
M2_38,C81,68.51
M2_38,C82,212.45
M2_38,C83,154.71
M2_38,C84,174.21
M2_38,C85,108.12
M2_38,C86,167.2
M2_38,C87,117.94
M2_38,C88,251.8
M2_38,C89,241.76
M2_38,C90,161.21
M2_38,C91,204.53
M2_38,C92,136.75
M2_38,C93,148.04
M2_38,C94,165.2
M2_38,C95,98.19
M2_38,C96,53.74
M2_38,C97,33.42
M2_38,C98,204.81
M2_38,C99,31.65
M2_38,C100,161.66
M2_39,C1,209.4
M2_39,C2,17.21
M2_39,C3,155.01
M2_39,C4,202.52
M2_39,C5,204.68
M2_39,C6,21.99
M2_39,C7,185.61
M2_39,C8,69.71
M2_39,C9,174.7
M2_39,C10,215.37
M2_39,C11,34.71
M2_39,C12,24.5
M2_39,C13,33.49
M2_39,C14,187.94
M2_39,C15,156.47
M2_39,C16,162.76
M2_39,C17,74.14
M2_39,C18,258.77
M2_39,C19,201.2
M2_39,C20,193.14
M2_39,C21,148.24
M2_39,C22,51.13
M2_39,C23,195.1
M2_39,C24,139.15
M2_39,C25,75.41
M2_39,C26,24.42
M2_39,C27,151.62
M2_39,C28,159.49
M2_39,C29,45.43
M2_39,C30,181.42
M2_39,C31,240.68
M2_39,C32,95.7
M2_39,C33,130.33
M2_39,C34,58.16
M2_39,C35,207.77
M2_39,C36,174.54
M2_39,C37,140.99
M2_39,C38,222.35
M2_39,C39,60.66
M2_39,C40,83.02
M2_39,C41,154.64
M2_39,C42,249.45
M2_39,C43,241.1
M2_39,C44,19.77
M2_39,C45,172.62
M2_39,C46,60.68
M2_39,C47,202.92
M2_39,C48,179.13
M2_39,C49,69.12
M2_39,C50,169.46
M2_39,C51,166.46
M2_39,C52,163.73
M2_39,C53,209.01
M2_39,C54,148.48
M2_39,C55,172.31
M2_39,C56,241.98
M2_39,C57,145.37
M2_39,C58,44.87
M2_39,C59,114.54
M2_39,C60,229.4
M2_39,C61,129.02
M2_39,C62,60.77
M2_39,C63,195.35
M2_39,C64,226.27
M2_39,C65,167.84
M2_39,C66,204.31
M2_39,C67,140.29
M2_39,C68,86.1
M2_39,C69,222.59
M2_39,C70,146.68
M2_39,C71,53.03
M2_39,C72,207.75
M2_39,C73,77.76
M2_39,C74,107.49
M2_39,C75,128.68
M2_39,C76,197.94
M2_39,C77,138.16
M2_39,C78,120.32
M2_39,C79,100.45
M2_39,C80,145.2
M2_39,C81,159.56
M2_39,C82,220.94
M2_39,C83,69.17
M2_39,C84,49.37
M2_39,C85,217.4
M2_39,C86,195.81
M2_39,C87,106.76
M2_39,C88,153.86
M2_39,C89,192.87
M2_39,C90,166.86
M2_39,C91,242.16
M2_39,C92,130.56
M2_39,C93,202.42
M2_39,C94,253.79
M2_39,C95,112.03
M2_39,C96,223.71
M2_39,C97,175.8
M2_39,C98,26.17
M2_39,C99,225.84
M2_39,C100,61.87
M2_40,C1,86.4
M2_40,C2,161.48
M2_40,C3,221.12
M2_40,C4,38.15
M2_40,C5,162.0
M2_40,C6,170.46
M2_40,C7,227.78
M2_40,C8,133.26
M2_40,C9,217.55
M2_40,C10,139.22
M2_40,C11,158.46
M2_40,C12,140.54
M2_40,C13,135.61
M2_40,C14,59.64
M2_40,C15,234.37
M2_40,C16,103.38
M2_40,C17,184.96
M2_40,C18,180.13
M2_40,C19,36.84
M2_40,C20,119.54
M2_40,C21,72.09
M2_40,C22,113.36
M2_40,C23,182.21
M2_40,C24,160.19
M2_40,C25,112.1
M2_40,C26,148.93
M2_40,C27,17.78
M2_40,C28,38.45
M2_40,C29,176.24
M2_40,C30,185.53
M2_40,C31,97.27
M2_40,C32,92.31
M2_40,C33,70.46
M2_40,C34,170.51
M2_40,C35,47.56
M2_40,C36,96.82
M2_40,C37,162.3
M2_40,C38,59.33
M2_40,C39,158.56
M2_40,C40,101.84
M2_40,C41,125.71
M2_40,C42,118.34
M2_40,C43,134.27
M2_40,C44,176.74
M2_40,C45,50.96
M2_40,C46,145.61
M2_40,C47,202.22
M2_40,C48,182.69
M2_40,C49,156.88
M2_40,C50,201.9
M2_40,C51,2.41
M2_40,C52,144.2
M2_40,C53,44.76
M2_40,C54,16.7
M2_40,C55,29.52
M2_40,C56,122.79
M2_40,C57,82.56
M2_40,C58,167.61
M2_40,C59,186.52
M2_40,C60,69.91
M2_40,C61,194.82
M2_40,C62,129.78
M2_40,C63,87.75
M2_40,C64,72.58
M2_40,C65,112.63
M2_40,C66,62.18
M2_40,C67,66.51
M2_40,C68,112.24
M2_40,C69,72.97
M2_40,C70,20.78
M2_40,C71,128.05
M2_40,C72,43.36
M2_40,C73,199.35
M2_40,C74,164.61
M2_40,C75,213.93
M2_40,C76,63.82
M2_40,C77,129.39
M2_40,C78,169.59
M2_40,C79,151.54
M2_40,C80,226.78
M2_40,C81,58.8
M2_40,C82,179.56
M2_40,C83,117.57
M2_40,C84,134.76
M2_40,C85,92.89
M2_40,C86,134.15
M2_40,C87,69.11
M2_40,C88,205.58
M2_40,C89,200.65
M2_40,C90,121.95
M2_40,C91,177.91
M2_40,C92,91.11
M2_40,C93,119.31
M2_40,C94,150.23
M2_40,C95,52.41
M2_40,C96,64.7
M2_40,C97,21.02
M2_40,C98,157.73
M2_40,C99,61.55
M2_40,C100,123.58
M2_41,C1,154.51
M2_41,C2,158.23
M2_41,C3,56.25
M2_41,C4,217.24
M2_41,C5,67.94
M2_41,C6,197.03
M2_41,C7,38.21
M2_41,C8,219.6
M2_41,C9,32.02
M2_41,C10,105.16
M2_41,C11,204.16
M2_41,C12,173.21
M2_41,C13,151.88
M2_41,C14,250.6
M2_41,C15,72.9
M2_41,C16,95.1
M2_41,C17,112.27
M2_41,C18,125.95
M2_41,C19,213.33
M2_41,C20,100.7
M2_41,C21,121.82
M2_41,C22,161.81
M2_41,C23,35.32
M2_41,C24,39.85
M2_41,C25,207.84
M2_41,C26,152.88
M2_41,C27,176.2
M2_41,C28,157.06
M2_41,C29,136.97
M2_41,C30,15.53
M2_41,C31,190.95
M2_41,C32,120.33
M2_41,C33,123.93
M2_41,C34,120.72
M2_41,C35,235.39
M2_41,C36,108.75
M2_41,C37,37.54
M2_41,C38,239.74
M2_41,C39,114.88
M2_41,C40,122.28
M2_41,C41,68.71
M2_41,C42,178.85
M2_41,C43,146.47
M2_41,C44,194.4
M2_41,C45,238.19
M2_41,C46,115.41
M2_41,C47,29.86
M2_41,C48,16.42
M2_41,C49,106.23
M2_41,C50,16.54
M2_41,C51,193.23
M2_41,C52,51.7
M2_41,C53,216.91
M2_41,C54,181.03
M2_41,C55,220.96
M2_41,C56,160.89
M2_41,C57,111.0
M2_41,C58,133.01
M2_41,C59,68.19
M2_41,C60,212.49
M2_41,C61,57.42
M2_41,C62,121.81
M2_41,C63,136.4
M2_41,C64,199.57
M2_41,C65,88.04
M2_41,C66,175.12
M2_41,C67,229.77
M2_41,C68,218.7
M2_41,C69,191.49
M2_41,C70,193.41
M2_41,C71,131.84
M2_41,C72,220.22
M2_41,C73,121.13
M2_41,C74,67.9
M2_41,C75,77.29
M2_41,C76,256.38
M2_41,C77,64.53
M2_41,C78,55.15
M2_41,C79,75.56
M2_41,C80,74.64
M2_41,C81,237.2
M2_41,C82,71.67
M2_41,C83,206.33
M2_41,C84,201.23
M2_41,C85,158.16
M2_41,C86,87.76
M2_41,C87,139.43
M2_41,C88,38.41
M2_41,C89,18.23
M2_41,C90,77.55
M2_41,C91,103.14
M2_41,C92,102.92
M2_41,C93,110.8
M2_41,C94,148.78
M2_41,C95,172.74
M2_41,C96,208.24
M2_41,C97,214.21
M2_41,C98,149.09
M2_41,C99,228.59
M2_41,C100,204.18
M2_42,C1,124.82
M2_42,C2,78.41
M2_42,C3,150.48
M2_42,C4,123.55
M2_42,C5,142.06
M2_42,C6,98.0
M2_42,C7,167.24
M2_42,C8,88.42
M2_42,C9,155.84
M2_42,C10,141.26
M2_42,C11,92.66
M2_42,C12,65.0
M2_42,C13,52.92
M2_42,C14,127.28
M2_42,C15,160.67
M2_42,C16,87.63
M2_42,C17,100.01
M2_42,C18,186.7
M2_42,C19,121.45
M2_42,C20,117.71
M2_42,C21,65.41
M2_42,C22,37.87
M2_42,C23,145.52
M2_42,C24,101.25
M2_42,C25,71.51
M2_42,C26,65.59
M2_42,C27,70.49
M2_42,C28,74.35
M2_42,C29,90.16
M2_42,C30,139.49
M2_42,C31,155.27
M2_42,C32,21.17
M2_42,C33,47.04
M2_42,C34,84.65
M2_42,C35,133.16
M2_42,C36,95.62
M2_42,C37,103.61
M2_42,C38,145.47
M2_42,C39,73.11
M2_42,C40,20.19
M2_42,C41,90.74
M2_42,C42,164.92
M2_42,C43,160.38
M2_42,C44,101.85
M2_42,C45,112.28
M2_42,C46,60.22
M2_42,C47,160.59
M2_42,C48,136.61
M2_42,C49,72.63
M2_42,C50,143.32
M2_42,C51,87.78
M2_42,C52,106.36
M2_42,C53,128.75
M2_42,C54,69.46
M2_42,C55,103.04
M2_42,C56,158.92
M2_42,C57,65.36
M2_42,C58,81.48
M2_42,C59,110.37
M2_42,C60,145.68
M2_42,C61,121.73
M2_42,C62,44.0
M2_42,C63,112.11
M2_42,C64,141.45
M2_42,C65,95.15
M2_42,C66,118.95
M2_42,C67,93.2
M2_42,C68,80.8
M2_42,C69,137.42
M2_42,C70,73.28
M2_42,C71,41.96
M2_42,C72,128.55
M2_42,C73,113.91
M2_42,C74,90.23
M2_42,C75,136.49
M2_42,C76,135.82
M2_42,C77,81.19
M2_42,C78,99.19
M2_42,C79,76.73
M2_42,C80,151.38
M2_42,C81,105.56
M2_42,C82,160.42
M2_42,C83,72.15
M2_42,C84,76.47
M2_42,C85,132.9
M2_42,C86,124.7
M2_42,C87,21.34
M2_42,C88,139.0
M2_42,C89,154.27
M2_42,C90,98.1
M2_42,C91,174.12
M2_42,C92,54.73
M2_42,C93,125.11
M2_42,C94,174.34
M2_42,C95,39.87
M2_42,C96,139.97
M2_42,C97,102.4
M2_42,C98,73.2
M2_42,C99,145.39
M2_42,C100,72.94
M2_43,C1,193.1
M2_43,C2,19.79
M2_43,C3,153.24
M2_43,C4,185.63
M2_43,C5,192.79
M2_43,C6,31.9
M2_43,C7,181.73
M2_43,C8,62.54
M2_43,C9,170.52
M2_43,C10,201.4
M2_43,C11,36.13
M2_43,C12,9.97
M2_43,C13,18.59
M2_43,C14,172.59
M2_43,C15,156.54
M2_43,C16,148.27
M2_43,C17,75.29
M2_43,C18,245.38
M2_43,C19,184.27
M2_43,C20,178.8
M2_43,C21,132.29
M2_43,C22,34.15
M2_43,C23,185.48
M2_43,C24,130.49
M2_43,C25,63.85
M2_43,C26,15.97
M2_43,C27,134.59
M2_43,C28,142.59
M2_43,C29,48.77
M2_43,C30,172.99
M2_43,C31,223.96
M2_43,C32,80.12
M2_43,C33,114.21
M2_43,C34,57.49
M2_43,C35,191.19
M2_43,C36,159.45
M2_43,C37,132.48
M2_43,C38,205.61
M2_43,C39,56.27
M2_43,C40,67.76
M2_43,C41,141.93
M2_43,C42,233.18
M2_43,C43,225.84
M2_43,C44,33.73
M2_43,C45,157.18
M2_43,C46,52.74
M2_43,C47,194.74
M2_43,C48,170.56
M2_43,C49,63.78
M2_43,C50,163.76
M2_43,C51,149.53
M2_43,C52,152.26
M2_43,C53,192.05
M2_43,C54,131.51
M2_43,C55,156.03
M2_43,C56,226.15
M2_43,C57,129.92
M2_43,C58,45.04
M2_43,C59,111.39
M2_43,C60,212.36
M2_43,C61,125.86
M2_43,C62,48.8
M2_43,C63,179.42
M2_43,C64,209.29
M2_43,C65,153.82
M2_43,C66,187.46
M2_43,C67,125.86
M2_43,C68,75.31
M2_43,C69,205.67
M2_43,C70,129.97
M2_43,C71,39.81
M2_43,C72,190.85
M2_43,C73,82.01
M2_43,C74,101.29
M2_43,C75,128.7
M2_43,C76,182.5
M2_43,C77,126.25
M2_43,C78,114.04
M2_43,C79,92.55
M2_43,C80,145.4
M2_43,C81,144.66
M2_43,C82,209.56
M2_43,C83,58.22
M2_43,C84,41.28
M2_43,C85,201.13
M2_43,C86,182.29
M2_43,C87,90.02
M2_43,C88,149.98
M2_43,C89,185.25
M2_43,C90,153.5
M2_43,C91,229.49
M2_43,C92,115.62
M2_43,C93,187.77
M2_43,C94,238.83
M2_43,C95,95.16
M2_43,C96,206.68
M2_43,C97,159.21
M2_43,C98,24.2
M2_43,C99,208.89
M2_43,C100,51.68
M2_44,C1,33.36
M2_44,C2,171.13
M2_44,C3,190.46
M2_44,C4,67.39
M2_44,C5,108.79
M2_44,C6,191.67
M2_44,C7,189.08
M2_44,C8,169.47
M2_44,C9,180.21
M2_44,C10,82.22
M2_44,C11,184.37
M2_44,C12,158.84
M2_44,C13,146.46
M2_44,C14,115.41
M2_44,C15,205.81
M2_44,C16,56.71
M2_44,C17,176.01
M2_44,C18,122.68
M2_44,C19,63.25
M2_44,C20,64.24
M2_44,C21,37.66
M2_44,C22,131.0
M2_44,C23,133.8
M2_44,C24,126.19
M2_44,C25,148.56
M2_44,C26,158.46
M2_44,C27,49.14
M2_44,C28,24.93
M2_44,C29,176.49
M2_44,C30,141.24
M2_44,C31,61.37
M2_44,C32,86.73
M2_44,C33,51.44
M2_44,C34,166.01
M2_44,C35,87.15
M2_44,C36,44.74
M2_44,C37,127.85
M2_44,C38,88.73
M2_44,C39,153.15
M2_44,C40,99.63
M2_44,C41,83.5
M2_44,C42,72.26
M2_44,C43,78.79
M2_44,C44,195.89
M2_44,C45,108.29
M2_44,C46,141.21
M2_44,C47,154.73
M2_44,C48,138.65
M2_44,C49,148.44
M2_44,C50,163.53
M2_44,C51,56.06
M2_44,C52,100.18
M2_44,C53,65.68
M2_44,C54,56.75
M2_44,C55,86.22
M2_44,C56,70.6
M2_44,C57,47.05
M2_44,C58,167.65
M2_44,C59,163.72
M2_44,C60,63.28
M2_44,C61,168.23
M2_44,C62,128.58
M2_44,C63,30.3
M2_44,C64,53.38
M2_44,C65,64.38
M2_44,C66,27.68
M2_44,C67,120.61
M2_44,C68,152.58
M2_44,C69,47.04
M2_44,C70,71.49
M2_44,C71,131.31
M2_44,C72,69.57
M2_44,C73,191.19
M2_44,C74,142.27
M2_44,C75,190.55
M2_44,C76,117.63
M2_44,C77,94.03
M2_44,C78,143.03
M2_44,C79,131.39
M2_44,C80,200.35
M2_44,C81,115.9
M2_44,C82,125.25
M2_44,C83,152.36
M2_44,C84,164.3
M2_44,C85,41.25
M2_44,C86,79.75
M2_44,C87,72.85
M2_44,C88,172.59
M2_44,C89,155.48
M2_44,C90,74.81
M2_44,C91,120.85
M2_44,C92,63.09
M2_44,C93,62.44
M2_44,C94,94.68
M2_44,C95,82.55
M2_44,C96,58.28
M2_44,C97,75.6
M2_44,C98,164.7
M2_44,C99,76.8
M2_44,C100,156.37
M2_45,C1,108.94
M2_45,C2,228.17
M2_45,C3,154.49
M2_45,C4,191.92
M2_45,C5,38.84
M2_45,C6,262.83
M2_45,C7,128.95
M2_45,C8,265.94
M2_45,C9,127.69
M2_45,C10,46.04
M2_45,C11,264.03
M2_45,C12,232.53
M2_45,C13,212.54
M2_45,C14,243.6
M2_45,C15,170.95
M2_45,C16,91.6
M2_45,C17,197.34
M2_45,C18,29.69
M2_45,C19,187.71
M2_45,C20,66.2
M2_45,C21,122.4
M2_45,C22,211.49
M2_45,C23,63.08
M2_45,C24,112.86
M2_45,C25,248.44
M2_45,C26,218.85
M2_45,C27,173.13
M2_45,C28,147.57
M2_45,C29,215.59
M2_45,C30,83.16
M2_45,C31,133.4
M2_45,C32,157.69
M2_45,C33,136.94
M2_45,C34,199.54
M2_45,C35,212.37
M2_45,C36,90.49
M2_45,C37,112.06
M2_45,C38,209.62
M2_45,C39,189.63
M2_45,C40,167.01
M2_45,C41,89.26
M2_45,C42,111.03
M2_45,C43,72.95
M2_45,C44,262.96
M2_45,C45,235.9
M2_45,C46,184.35
M2_45,C47,75.06
M2_45,C48,83.3
M2_45,C49,181.08
M2_45,C50,114.62
M2_45,C51,183.77
M2_45,C52,80.07
M2_45,C53,187.6
M2_45,C54,180.35
M2_45,C55,214.18
M2_45,C56,91.96
M2_45,C57,116.49
M2_45,C58,209.08
M2_45,C59,158.82
M2_45,C60,169.31
M2_45,C61,151.83
M2_45,C62,182.63
M2_45,C63,99.13
M2_45,C64,154.3
M2_45,C65,83.0
M2_45,C66,137.85
M2_45,C67,242.69
M2_45,C68,256.56
M2_45,C69,146.19
M2_45,C70,195.42
M2_45,C71,191.23
M2_45,C72,192.63
M2_45,C73,209.47
M2_45,C74,148.65
M2_45,C75,174.12
M2_45,C76,245.69
M2_45,C77,105.09
M2_45,C78,138.85
M2_45,C79,148.64
M2_45,C80,172.89
M2_45,C81,241.79
M2_45,C82,26.78
M2_45,C83,249.58
M2_45,C84,252.65
M2_45,C85,107.3
M2_45,C86,54.1
M2_45,C87,164.21
M2_45,C88,136.55
M2_45,C89,85.46
M2_45,C90,79.5
M2_45,C91,9.26
M2_45,C92,122.99
M2_45,C93,65.76
M2_45,C94,66.02
M2_45,C95,191.94
M2_45,C96,167.27
M2_45,C97,203.78
M2_45,C98,219.07
M2_45,C99,192.76
M2_45,C100,250.41
M2_46,C1,129.78
M2_46,C2,83.69
M2_46,C3,168.55
M2_46,C4,115.95
M2_46,C5,157.55
M2_46,C6,95.8
M2_46,C7,185.8
M2_46,C8,75.61
M2_46,C9,174.39
M2_46,C10,153.51
M2_46,C11,87.13
M2_46,C12,64.0
M2_46,C13,57.87
M2_46,C14,112.33
M2_46,C15,178.31
M2_46,C16,100.73
M2_46,C17,113.98
M2_46,C18,199.12
M2_46,C19,114.4
M2_46,C20,129.86
M2_46,C21,74.5
M2_46,C22,36.05
M2_46,C23,162.92
M2_46,C24,119.76
M2_46,C25,56.73
M2_46,C26,71.21
M2_46,C27,64.49
M2_46,C28,74.75
M2_46,C29,100.47
M2_46,C30,157.57
M2_46,C31,157.04
M2_46,C32,39.01
M2_46,C33,56.8
M2_46,C34,97.43
M2_46,C35,123.1
M2_46,C36,106.58
M2_46,C37,122.12
M2_46,C38,136.68
M2_46,C39,86.89
M2_46,C40,38.46
M2_46,C41,106.97
M2_46,C42,169.49
M2_46,C43,168.93
M2_46,C44,101.06
M2_46,C45,97.02
M2_46,C46,74.4
M2_46,C47,178.51
M2_46,C48,154.68
M2_46,C49,87.7
M2_46,C50,161.9
M2_46,C51,79.76
M2_46,C52,123.34
M2_46,C53,122.11
M2_46,C54,61.56
M2_46,C55,90.32
M2_46,C56,165.51
M2_46,C57,76.83
M2_46,C58,92.22
M2_46,C59,127.93
M2_46,C60,142.49
M2_46,C61,139.67
M2_46,C62,58.02
M2_46,C63,119.21
M2_46,C64,140.16
M2_46,C65,108.94
M2_46,C66,119.72
M2_46,C67,75.34
M2_46,C68,64.76
M2_46,C69,137.14
M2_46,C70,61.8
M2_46,C71,53.37
M2_46,C72,121.13
M2_46,C73,127.11
M2_46,C74,108.25
M2_46,C75,153.58
M2_46,C76,121.34
M2_46,C77,98.75
M2_46,C78,117.53
M2_46,C79,94.82
M2_46,C80,168.79
M2_46,C81,88.88
M2_46,C82,176.08
M2_46,C83,58.6
M2_46,C84,67.29
M2_46,C85,137.87
M2_46,C86,138.31
M2_46,C87,28.32
M2_46,C88,157.42
M2_46,C89,172.46
M2_46,C90,113.01
M2_46,C91,187.92
M2_46,C92,69.07
M2_46,C93,136.24
M2_46,C94,183.56
M2_46,C95,26.44
M2_46,C96,136.82
M2_46,C97,91.43
M2_46,C98,80.3
M2_46,C99,138.95
M2_46,C100,60.95
M2_47,C1,175.83
M2_47,C2,97.72
M2_47,C3,215.69
M2_47,C4,135.51
M2_47,C5,214.68
M2_47,C6,85.06
M2_47,C7,237.35
M2_47,C8,33.1
M2_47,C9,225.81
M2_47,C10,208.5
M2_47,C11,68.06
M2_47,C12,68.12
M2_47,C13,79.57
M2_47,C14,103.51
M2_47,C15,222.86
M2_47,C16,156.87
M2_47,C17,147.5
M2_47,C18,253.96
M2_47,C19,135.75
M2_47,C20,184.97
M2_47,C21,128.14
M2_47,C22,57.44
M2_47,C23,219.79
M2_47,C24,173.97
M2_47,C25,15.38
M2_47,C26,89.63
M2_47,C27,97.28
M2_47,C28,117.64
M2_47,C29,124.87
M2_47,C30,213.45
M2_47,C31,196.24
M2_47,C32,95.44
M2_47,C33,111.8
M2_47,C34,129.13
M2_47,C35,133.85
M2_47,C36,160.95
M2_47,C37,176.31
M2_47,C38,150.26
M2_47,C39,122.67
M2_47,C40,91.54
M2_47,C41,164.23
M2_47,C42,213.53
M2_47,C43,219.33
M2_47,C44,93.44
M2_47,C45,89.3
M2_47,C46,112.92
M2_47,C47,234.73
M2_47,C48,210.6
M2_47,C49,126.97
M2_47,C50,214.8
M2_47,C51,104.03
M2_47,C52,180.45
M2_47,C53,143.75
M2_47,C54,90.75
M2_47,C55,96.41
M2_47,C56,213.03
M2_47,C57,132.28
M2_47,C58,119.05
M2_47,C59,173.31
